,Title,Summary,Location,Company,Salary
597,"Senior GSI Partner Manager, ASEAN","Broad based technology experience including cloud computing, big data and analytics, networking, security, storage and ongoing infrastructure management.",Singapore,Robert Walters,
598,"Services Sales Specialist, GreenLake","University or Bachelor degree in computer science, engineering, business, marketing, or related field (MBA will have an added advantage).",Singapore,Hewlett Packard Enterprise,
599,Account Manager,"Able to collect, synthesize and report data.GlassView is a new type of marketplace for brands and publishers, designed for the modern Internet.",Singapore,Glassview Media,
600,Staff Technical Product Manager,"Bachelor’s Degree in business, computer science or in “STEM” Majors (Science, Technology,.Own the data strategy and cutover strategy for production and…",Singapore,GE Aviation,
601,Senior/Lead Technical Architect (Software Development),"Degree in Electrical / Electronics / Computer Science / Engineering/ IT with 12+ years of experience in building large scale, highly scalable software solution.",Singapore,Enggsol Pte Ltd,
602,Digital Solution Architect,"Architect and implement end-to-end solutions, using cloud, IoT, etc.At least 6 years of working experience as IOT Architect/Solution Architect/EC Architect…",Singapore,Xchanging Malaysia Sdn Bhd,
603,Senior Application Developer,"In so doing, they perform debugging and data resolution activities.They have knowledge of all Dimension Data product, service and solution lines.",Kallang,Dimension Data,
604,Service Integration Manager,Interrogate data to deliver analysis of business needs.The Service Integration Manager (SIM) is responsible for managing the overall Asia Pacific integration…,Singapore,JOHN PAUL,
605,System Solutions Consultant - ICS/ESD/SSC/LKS,"Degree in Computer Science, IT or relevant fields.Strong understanding and good knowledge in system technologies such as servers, SAN/NAS storage, backup,…",Singapore,ST Electronics (Info-comm Systems) Pte Ltd,
606,"Client Manager, Solutions, Security",Join our growing global team and accelerate your career with Dimension Data.Dimension Data is an equal opportunity employer with a global culture that embraces…,Kallang,Dimension Data,
607,Database Administrator (DB2),"Degree in Computer Science, Computer Engineering or Information Technology;Expert knowledge in data management technologies in DB2 z/OS and Oracle DB;",Singapore,Sciente Consulting Pte. Ltd,
608,Senior Software Architect (Security development Lead),Lead Software Security Architect (Software Development â Software Security Hardening).Lead Software Security Architect (Software Development â Software…,Singapore,Enggsol Pte Ltd,
609,Technical Lead,"You possess a Degree/Diploma in Computer Science, Engineering or related field and at least 3 years experience, ideally within a Software Engineer or Architect…",Singapore,SnapHunt Pte Ltd,
610,IT Solution Management - Business Process Architect (Operati...,"Perform and document software application configuration and/or coding, prepare and execute testing (unit, integration, performance, acceptance) and data…",Singapore,Applied Materials Inc.,
611,Regional Product Lead,An exciting Regional Product Lead job has just become available at one of the leading brewing companies in the world where you will own the vision and…,Singapore,Robert Walters,
612,Analytics Offering Principal Lead,"Should be the recognized expert in Analytics and Big Data.Have deep technical expertise on Business Intelligence, Data Warehouse and Analytics.",Singapore,DXC,
613,Solution Architect ( .NET ),Providing design expertise on enterprise level data architecture & data models.You will have a proven track record of orchestrating Enterprise Application…,Singapore,Michael Page,
614,Senior Developer (Big Data/Cloud Native/IOT),"Architect, Design and Implement ensuring scalability, performance and security.Bachelor’s Degree in Computer Science or related field or relevant experience.",Singapore,Dell,
615,Network/Security Expert,The Network/Security Expert role is responsible for supporting the CA-CIB International Networks and providing Operational support to the Banks Data Centers and…,Singapore,CA CIB Singapour,
616,Application Support Engineer,An understanding of basic data structures:We are looking for an experienced Application Support Engineer to add to the team developing a digital payment…,Singapore,EC1 Partners,"$96,000 - $120,000 a year"
617,"First VP, Technical Delivery Manager, GBT","Bachelor's degree in computer science, engineering or similar domain.Java, XML, Weblogic, Oracle, API, Connect Direct, HSM, SFTP, Unix/Linux, MQ, Informatica,…",Singapore,United Overseas Bank Limited,
618,"Senior Vice President of Sales, APAC","Someone who thrives in the use of data to drive decisions.By submitting your application, you agree that Zendesk may collect your personal data for recruiting,…",Singapore,Zendesk,
619,"Regional Marketing Manager - Automation, Operations & Analyt...","Regularly screen for duplicate, incomplete or inaccurate data.Data and performance-metrics driven mindset;strong sense of ownership.",Singapore,Criteo,
620,"Regional Marketing Manager - Automation, Operations & Analyt...","Regularly screen for duplicate, incomplete or inaccurate data.Data and performance-metrics driven mindset;strong sense of ownership.",Singapore,Criteo,
621,Senior Client Partner - ES,Join our growing global team and accelerate your career with Dimension Data.Dimension Data is an equal opportunity employer with a global culture that embraces…,Kallang,Dimension Data,
622,Solution Architect,Must possess excellent data modelling and SQL skills.The company is looking for an experienced and full-time Solution Architect for onsite role in Singapore.,Singapore,itForte,
623,Solution Architect (Mobility Video Analytics Platform R&D),"Experience with service oriented architecture, data modeling and database design.Bachelor / Master in Computer Science, Computer Engineering, or equivalent.",Singapore,Enggsol Pte Ltd,
624,Digital Integration Consultant,A Bachelor’s Degree in Computer Science or related technical field.Extensive experience in software engineering practices and big data platforms.,Singapore,Sparkline,
625,Siebel CRM developer (EAI/Workflow),"4.Siebel Enterprise Integration Application (XMLs, Inbound and Outbound Webservices, Dispatch Service, Integration Data Maps, XSLT, EAI Data Transformations,…",Singapore,ITconnectUS inc,
626,Security Specialist,"CREST Registered Technical Security Architect (CRTSA);Security professionals possess deep security skills and apply those skills to design, build and protect…",Singapore,Accenture,
627,software architect,"Bachelor’s degree in computer science or related field.Knowledgeable in RESTful services, microservices, Service Oriented Architecture (SOA), data modeling and…",Singapore,Randstad,"$8,000 - $10,000 a month"
