,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
520,Cyber Vulnerability Analyst,"Providing customised reports, data and information on technical vulnerabilities to stakeholders;Working for the Department for Work & Pensions (DWP) Technical…",Newcastle upon Tyne,UK Government - Department for Work and Pensions,"£34,448 - £43,920 a year",Newcastle upon Tyne,39184.0,1,1,0,0,0
521,Data Analyst,Previous experience in a Data Analyst/Information Analyst role.Follow process and procedures in data analysis.Advanced understanding of MS Access databases.,Newcastle upon Tyne,Ronald James Group,"£30,000 - £35,000 a year",Newcastle upon Tyne,32500.0,0,1,0,0,0
522,Commercial Analyst/Executive,Skilled in excel and data analysis and able to see the bigger picture.OddBalls Commercial Analyst/Executive based out of our Head Office in North Shields.,North Shields,OddBalls,"£18,000 - £22,000 a year",Rest of UK,20000.0,0,1,0,1,0
523,Digital Performance Analyst,"Track/measure user behaviour and use data to inform iterative service changes.Experience in data extract, transform and load (Excel, Power BI, Tableu, other).",Newcastle upon Tyne,UK Government - Department for Work and Pensions,"£37,962 - £45,024 a year",Newcastle upon Tyne,41493.0,1,1,0,0,0
524,Disability Analyst,For information on how your data for job applications will be processed and stored with Ascenti please visit our website here: www.ascenti.co.uk/recruitment…,Newcastle upon Tyne,Ascenti,"£32,000 a year",Newcastle upon Tyne,32000.0,0,1,0,0,0
525,Business Systems Analyst (Data),"This role may suit an individual who has held the following job titles: Business Analyst, Business Systems Analyst, Data Analyst.",Newcastle upon Tyne,Deerfoot,"£38,000 - £40,000 a year",Newcastle upon Tyne,39000.0,1,1,0,0,0
526,Senior Business Systems Analyst,Partnering with Business Analysts and cross-functional groups to elicit functional and non-functional requirements.Closing Date: 09 February 2020.,Newcastle upon Tyne,Newcastle University,"£41,526 - £55,750 a year",Newcastle upon Tyne,48638.0,1,1,0,1,0
527,Senior Quality Analyst Pharmaceutical,Verify analytical data and carry out documentation as required.My client is a fast-growing UK Pharmaceutical manufacturer and are seeking analysts to join…,Newcastle upon Tyne,Entech Technical Solutions Ltd,"£30,000 - £40,000 a year",Newcastle upon Tyne,35000.0,0,1,0,1,0
528,Automation Tester,We’re the NHS Business Services Authority.Have you had an EHIC card?We administer the scheme on behalf of the Department of Health and Social Care.,Newcastle upon Tyne,NHS Business Services Authority,"£30,401 - £37,267 a year",Newcastle upon Tyne,33834.0,0,1,0,0,0
529,"Senior Information, Policy and Compliance Analyst","Be proactive and show an inquisitive mind to help solve issues by exploring data.As Senior Information Policy and Compliance Analyst, you will work within the…",Newcastle upon Tyne,Care Quality Commission,"£29,725 a year",Newcastle upon Tyne,29725.0,0,1,0,1,0
530,Junior Test Analyst,Based out of offices in South Tyneside my client is a well established company offering a range of products to a customer base across the UK.,Gateshead,Nigel Wright Group,"£25,000 a year",Rest of UK,25000.0,0,1,1,0,0
531,QC Supervisor,"Project, Minitab, data acquisition software and Outlook).Ensure the accuracy presentation and scientific content of raw data and reports.",Newcastle upon Tyne,Wasdell Manufacturing,"£30,000 - £35,000 a year",Newcastle upon Tyne,32500.0,0,1,0,1,0
532,Power BI Analyst,"For this Data Analyst / BI Analyst / MI Analyst role, you must have:This Data Analyst / BI Analyst / MI Analyst role is a live and signed off vacancy.",Gateshead,Mexa Solutions,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
533,Analytical Chemist,Verify analytical data and carry out documentation as required.My client is a fast-growing UK Pharmaceutical manufacturer and are seeking analysts to join…,Newcastle upon Tyne,Entech Technical Solutions Ltd,"£25,000 - £35,000 a year",Newcastle upon Tyne,30000.0,0,1,0,0,0
534,Lead Applications Support Analyst (1st Line),Loading backend data into various inhouse hosted applications.Act as a mentor to other tier one support analysts to aid with their development.,Gateshead,Nigel Wright Group,"£25,000 - £28,000 a year",Rest of UK,26500.0,0,1,0,1,0
535,Business Analyst,"Knowledgeable about data modelling techniques, data load scripts and data warehousing.Business Analyst: 3 years (Preferred).",Newcastle upon Tyne,Edward Reed,"£35,000 - £45,000 a year",Newcastle upon Tyne,40000.0,1,1,0,0,0
536,Trainee Robotics Process Automation - Newcastle,The ability to analyse data or information effectively to break complex problems down into simple steps.It is designed to automate business processes that are…,Newcastle upon Tyne,FDM Group - FDM Graduate Programme,"£23,500 - £26,000 a year",Newcastle upon Tyne,24750.0,0,1,1,0,0
537,Senior Commercial Analyst,"Undertake data analysis, data modelling and data transformation.Strong data analysis and excel skills.Knowledge of standard methodologies and tools used to…",Newcastle upon Tyne,Nigel Wright Group,"£38,000 - £44,000 a year",Newcastle upon Tyne,41000.0,1,1,0,1,0
538,User Experience Designer,"The job holder will support the successful delivery of the user experience through the design of customer journeys, wire framing, user research, and data…",Newcastle upon Tyne,NHS Business Services Authority,"£30,401 - £37,267 a year",Newcastle upon Tyne,33834.0,0,1,0,0,0
539,Credit Risk Modelling Analyst,"Decision Science expert, interested in progressing and developing.On top of that, you will be developing models that focus on wider consumer behaviour and will…",Newcastle upon Tyne,Harnham,"£35,000 - £60,000 a year",Newcastle upon Tyne,47500.0,1,1,0,0,0
540,IT Operations Manager - North Cumbria,"§ Line management responsibility for IT Operations Analyst, supporting the development of personal development plans.Salary: £40,000.00 to £55,000.00 /year.",Newcastle upon Tyne,Six Degrees Recruitment,"£40,000 - £55,000 a year",Newcastle upon Tyne,47500.0,1,1,0,1,0
541,MSK Physiotherapist,"Split role opportunities where you can combine a Disability Analyst role alongside our physiotherapy roles.By submitting your application, you are confirming…",Gateshead,Ascenti,"£22,500 - £36,000 a year",Rest of UK,29250.0,0,1,0,0,0
542,Software Tester (Selenium),"Their development teams are multidisciplinary with engineers, QA, and analysts working together using Agile principles.",Newcastle upon Tyne,Sharpe Recruitment,"£30,000 - £40,000 a year",Newcastle upon Tyne,35000.0,0,1,0,0,0
543,Software Developer,Previous experience in a Data Analyst/Information Analyst role.Follow process and procedures in data analysis.Test and deploy applications and systems.,Newcastle upon Tyne,Ronald James Group,"£40,000 - £45,000 a year",Newcastle upon Tyne,42500.0,1,1,0,0,0
544,".NET Developer, C#, .NET Core, Angular 6, Web API 2 - Newcas...","DB, Raven.DB, NoSQL, Analyst Programmer, Engineer, Architect, Consultant, .NET Developer to help build the software applications and cloud platforms that they…",Newcastle upon Tyne,Noir Consulting,"£40,000 - £60,000 a year",Newcastle upon Tyne,50000.0,1,1,0,0,0
545,Higher Information Analyst,"As a Higher Information Analyst you will use a number of tool, including SQL and Power BI to extract and automate large data sets from a number of different…",Norwich,Norfolk and Norwich University Hospitals NHS Found...,"£30,401 - £37,267 a year",Rest of UK,33834.0,0,1,0,0,0
546,Technical Information Analyst,"As a Technical Information Analyst you will use a number of BI tool, including SQL and Power BI to extract, process and automate large data sets from a number…",Norwich,Norfolk and Norwich University Hospitals NHS Found...,"£30,401 - £37,267 a year",Rest of UK,33834.0,0,1,0,0,0
547,IT Business Analyst,"We are currently recruiting for an IT Business Analyst based in Norwich.Strong analytical skills required for manipulating data, probing issues, providing…",Norwich,Morson International,"£20,000 - £24,000 a year",Rest of UK,22000.0,0,1,0,0,0
548,Data Analyst / BI Analyst / MI Analyst / Power BI Analyst,"For this Data Analyst / BI Analyst / MI Analyst role, you must have:This is a great opportunity for an ambitious Data Analyst / BI Analyst / MI Analyst to join…",Sunderland,ProForecast,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,0,0
549,Analyst (NERSOU) - 20218,"Good understanding of information management and data integrity issues.For further information regarding this post please contact Senior Analyst, Emma Sanders…",Sunderland,Northumbria Police,"£28,266 - £30,951 a year",Rest of UK,29608.5,0,1,0,0,0
550,Disability Analyst,For information on how your data for job applications will be processed and stored with Ascenti please visit our website here: www.ascenti.co.uk/recruitment…,Sunderland,Ascenti,"£32,000 a year",Rest of UK,32000.0,0,1,0,0,0
551,Senior Quality Analyst Pharmaceutical,Verify analytical data and carry out documentation as required.My client is a fast-growing UK Pharmaceutical manufacturer and are seeking analysts to join…,Sunderland,Entech Technical Solutions Ltd,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,1,0
552,Commercial Finance Analyst,Data and process driven approach to decision making.Ability to manipulate data and information via systems / Excel.Experience in a similiar role.,Sunderland,Nigel Wright Group,"£30,000 - £35,000 a year",Rest of UK,32500.0,0,1,0,0,0
553,Analytical Chemist,Verify analytical data and carry out documentation as required.My client is a fast-growing UK Pharmaceutical manufacturer and are seeking analysts to join…,Sunderland,Entech Technical Solutions Ltd,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,0,0
554,User Experience Designer,"The job holder will support the successful delivery of the user experience through the design of customer journeys, wire framing, user research, and data…",Tyne and Wear,NHS Business Services Authority,"£30,401 - £37,267 a year",Rest of UK,33834.0,0,1,0,0,0
555,CNC Programmer (Offline) / Project Analyst,"To communicate with supervisor, engineers, production, quality and shop personnel for assignments and to resolve machining or quality issues.",Basildon,WCM Europe Limited,"£30,000 - £32,000 a year",Rest of UK,31000.0,0,1,0,0,0
556,QC Analyst - Laboratory,"Ensuring laboratory test record data is recorded and stored in real time and in compliance to data integrity.Salary: £23,000.00 to £27,000.00 /year.",Basildon,Executive Talent Solutions,"£23,000 - £27,000 a year",Rest of UK,25000.0,0,1,0,0,0
557,Data Analyst,"As Graduate Data Analyst, you will be expected to support the sales function, liaise with key stakeholders to qualify opportunities, keep CRM data up to date…",Basildon,Pareto Law,"£23,000 - £25,000 a year",Rest of UK,24000.0,0,1,0,0,0
558,Data Analyst - Field Sales,"The Role: Graduate Data Analyst.Responsibilities as a Graduate Data Analyst:As a Graduate Data Analyst, you will join the front line of this multi-national…",Basildon,Pareto Law,"£26,000 - £47,000 a year",Rest of UK,36500.0,1,1,0,0,0
559,Commissioning Information Analyst,You will also have a strong technical skill-set and be proficient in the use of T-SQL and data analysis techniques.Tel: 01245 515407 ext 5407.,Westcliff,Southend University Hospital NHS Foundation Trust,"£37,570 a year",Rest of UK,37570.0,1,1,0,0,0
560,GPR Analyst,The GPR Data Analyst will be required to assess Ground Penetrating Radar Data from multiple equipment across multiple software platforms.,Brentwood,Catsurveys,"£24,000 - £33,000 a year",Rest of UK,28500.0,0,1,0,0,0
561,SQL Server Developer - Basildon,"(SQL Server Developer, Database, T-SQL, Stored Procedures, SSIS, SSRS, SSAS, SQL Server 2016, Analyst Programmer, Engineer, Architect, Consultant, SQL Server…",Basildon,Noir Consulting,"£40,000 - £75,000 a year",Rest of UK,57500.0,1,1,0,0,0
562,Systems Analyst,Experience with SQL / SQL Reporting services and Data analysis requests.Our client is looking to expand their System Support Team so are recruiting for an…,Thurrock,Premier Work Support,"£40,000 - £45,000 a year",Rest of UK,42500.0,1,1,0,0,0
563,Financial Analyst,"The Financial Analyst will be responsible for various elements of financial reporting, have good communication and relationships both in the operations…",Brentwood,Armstrong Knight,"£40,000 - £50,000 a year",Rest of UK,45000.0,1,1,0,0,0
