,Title,Summary,Location,Company,Salary
2630,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2631,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2632,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2633,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2634,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2635,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2636,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2637,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2638,Data Platform Engineer,"As a data platform engineer, you bare responsibility for developing and maintaining the VIAS big data cloud platform.",Brussel,Vias Institute,
2639,Medior/Senior Data engineer,Je bent verantwoordelijk voor het opzetten van data pipelines die data ophalen uit verschillende databronnen en de data aggregeren in een data lake of data…,Heist-op-den-Berg,Kaspar Solutions,
2640,RF IC Test Engineer," Statistical data analysis and reporting.Photonics, semiconductors… our engineers can help in the qualification of high tech products.",Leuven,Qplox Engineering,
2641,Hydraulic engineer/hydrologist,"You have an analytical mindset, are keen on analysing data, using your programming skills (Python, Matlab, R…) and using modelling tools.",Antwerpen (stad),IMDC International Marine & Dredging consultants,
2642,Electronics Engineer,Creation of the production data-set.Schematic design and PCB layout compliant to ECSS standards.Maintenance of the component database.,Antwerpen (stad),Antwerp Space,
2643,"Process/Manufacturing Engineer - Automotive, Aerospace, Rail...",Gain new insights in the production processes by applying six sigma techniques and analyses on existing or newly added sensor data streams.,Brussel,Altran,
2644,CONTINUOUS IMPROVEMENT ENGINEER - Bruxelles,"Guided by facts and data.CONTINUOUS IMPROVEMENT ENGINEER (H/F/X).As a key actor of SABCA Lean Transformation, you will be in charge of the Continuous…",Brussel,SABCA,
2645,Internship Neanex (Berchem) - Digital models and sensor netw...,Sensor netwerk data bij toekomstige planning van infrastructuurdiensten.Graphql (api) https://graphql.org A very popular open-source data query language.,Antwerpen (stad),BESIX,
2646,Data Anlayst (H/F),"To apply at all time data management practices (metadata, data dictionary, data consistency, …) whilst ensuring compliancy of and data protection on the data…",Brussel,Insitoo,
2647,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2648,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2649,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2650,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2651,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2652,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2653,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2654,Data Base Engineer,"We zijn op zoek naar een database engineer met een brede interesse, die zich kan inwerken in technologie naargelang de noden.",Schaarbeek,Christelijke Mutualiteit,
2655,Microwave Photonic Engineer,"He/she defines test plans and analyzes data.He/she becomes part of a team of photonic design engineers.Ph.D. or M.S. in Photonics, Electrical Engineering,…",Antwerpen (stad),Antwerp Space,
2656,Document Controller,"Ability to present proposals, data, and issues to miDiagnostics personnel at all levels.MiDiagnostics is developing a new generation of disposable diagnostic…",Leuven,miDIAGNOSTICS,
2657,Engineer Vehicle Quality,"Min. 2 – 4 years experience in similar function, for example, field service engineer or manufacturing engineer.For Toyota, Quality is a way of life.",Evere,Toyota Motor Europe,
2658,Data Engineer,"You will be the bridge between all teams working on data: data management, data analysis, data visualization and data science.On day to day basis, you will:",Brussel,Intys Data,€28.000 - €30.000 per jaar
2659,Data Engineering and Analytics Specialist,The Data Engineering & Analytics specialist role within Statistical Programming & Analysis (SP&A) is that of a statistical programmer analyst who provides…,Beerse,Johnson & Johnson Family of Companies,
2660,Medior/Senior Data Engineer,You have the ability to work with analysts and data scientists to gather requirements and translate them into data engineering tasks.,Boortmeerbeek,ORTEC,
2661,Senior Software Engineer,National Instruments helps engineers and scientists overcome complexity to exceed even their own expectations.O Operating system components and design.,Holsbeek,National instrument,
2662,Senior Software Engineer,National Instruments helps engineers and scientists overcome complexity to exceed even their own expectations.O Operating system components and design.,Holsbeek,National Instruments,
2663,TOYOTA MOTOR EUROPE - Interim Model based development Engine...,"Guide design engineers to achieve performance, while meeting quality, cost and feasibility requirements.Knowledge of numerical analysis and co-simulation by…",Zaventem,Start People,
2664,Junior Engineering,Technology & Innovation is the beating heart of our data-driven organization.We dare to opt for change and trend-setting innovations in digital and data…,Mechelen,Telenet,
2665,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2666,Big Data Engineer,"As a data engineer, you show :Data engineering: 3 years (Preferred).At Klarrio we are specialized in building 'streaming data' -platforms, -processing and …",Antwerpen (stad),Klarrio,
2667,Hybrid Cloud DevOps Engineer,"TenForce is growing and we are expanding our hosting capabilities towards Azure.To guide us in this new adventure, we are looking for an experienced & hands on…",Leuven,TenForce,
2668,Junior Data Communication Engineer,"De Junior Data Communication Engineer zal door middel van on-the-job-training opgeleid worden tot een ""subject matter expert"" op het vlak van luchtvaart…",Steenokkerzeel,skeyes,
2669,Research Data Engineer,Samenwerking met de doelgroepen om tegemoet te komen aan hun specifieke data uitdagingen.Gedurende dit proces wordt de data beheerd conform de FAIR principes.,Leuven,KU Leuven,
2670,Junior GI Data Expert,"Een ander mogelijk werkterrein houdt verband met meta-data normalisatie en -implementatie.Je hebt een universitair diploma (bijv. Master in Geografie, bio…",Leuven,KU Leuven,
2671,Technical Service Engineer,"Je bereidt de technische projectdocumentatie voor, maakt PED constructiedossiers, verzamelt certificaten, data.Nippon Gases slaagt erin iets zo.",Zwijndrecht,Nippon Gases,
2672,Security Application Engineer,"Je installeert software en ontwikkelt zelf randapplicaties en tools voor data-integratie.We bieden jou een voltijdse job, in de regio Leuven, voor onbepaalde…",Leuven,KU Leuven,
2673,Development Quality Engineer,"Ability to present proposals, data, and issues to miDiagnostics personnel at all levels.MiDiagnostics is developing a new generation of disposable diagnostic…",Leuven,miDIAGNOSTICS,
2674,VIE/PANGEO Process engineer,Aquiris wants to strengthen the operations team with a process engineer.Analysis and interpretation of a large quantity of process data.,Brussel,Veolia,
2675,TS Implementation Engineer (L2),Looking for the next step in your career?Do you have an ambition for innovation?Want to make a difference?You will work with some of the leading world brands…,Diegem,Dimension Data,
2676,Imaging software (Jr) Engineer,"Consisting of electronics electrical engineers, optical engineers, bio-physicists, fluidic designers and other.You will be part of a multi-disciplinary team.",Leuven,Qplox Engineering,
2677,FREELANCE DATA ENGINEER | Media industry,"Support our database architects, data analysts and data scientists on data initiatives.Optimizing our data and data pipeline architecture, as well as…",Antwerpen (stad),EyeTech Solutions,
2678,Logistics Project Coordinator & Data Analyst - FR version,"Master en sciences économiques, sciences (ingénieur) de gestion, ou études similaires.Le groupe Bosch, tu le connais ?Autonomie et esprit d’équipe.",Mechelen,Bosch Group,
2679,BI Consultant,As BI consultant you are responsible to define and develop solutions that provide an answer to the information needs of the customer.,Leuven,Sparkle,
